Recent work has demonstrated the usefulness of cell-based models for pharmacogenomic discovery using the HapMap samples, which are a panel of well-genotyped, human lymphoblastoid cell lines (LCLs) derived from 90 Utah residents with ancestry from northern and western Europe (CEU), 90 Yoruba in Ibadan, Nigeria (YRI), 45 Japanese in Tokyo, Japan (JPT) and 45 Han Chinese in Beijing, China (CHB)	105	111	DATABASE	HapMap
Using the examples of the authors' Tier 1/Green classification for KRAS and Tier 2/Yellow for TPMT, I discuss differences between the guidelines issued by the Clinical Pharmacogenetics Implementation Consortium (CPIC) and those by the National Comprehensive Cancer Network (NCCN)	159	210	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Actionable pharmacogenetic variants were identified with a query to the Pharmacogenomics Knowledge Base (PharmGKB) database, and functional prediction using the Variant Effect Predictor (VEP)	105	113	DATABASE	PharmGKB
The Clinical Pharmacogenetics Implementation Consortium (CPIC<sup>®</sup> ) guidelines consider the situation of patients for which genotype data are already available (updates available at https://cpicpgx	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
All drugs within the deployment manuals, TCCC guidelines and EWS book, were identified and the list was cross-referenced to the Clinical Pharmacogenetics Implementation Consortium guidelines and genes-drugs interactions list as well as the Food and Drug Administration Table of Pharmacogenomics Biomarkers in Drug Labeling	128	179	DATABASE	Clinical Pharmacogenetics Implementation Consortium
To examine the representation of biogeographical populations in pharmacogenomic data sets, we describe individuals involved in gene-drug response studies from PharmGKB, a leading repository of drug-gene annotations, and showcase<i>CYP2D6</i>, a gene that metabolizes approximately 25% of all prescribed drugs	159	167	DATABASE	PharmGKB
To evaluate the use of drugs with pharmacogenomic (PGx) guidelines from the Clinical Pharmacogenetics Implementation Consortium in early childhood	76	127	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The Clinical Pharmacogenetics Implementation Consortium (CPIC) has categorized over 35 gene-drug pairs as "level A," for which there is sufficiently strong evidence to recommend that genetic information be used to guide drug prescribing	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Recently, the Clinical Pharmacogenetics Implementation Consortium (CPIC) have revised recommendations for the translation of CYP2D6 genotype to phenotype	14	65	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Gene-based prescribing recommendations are available to healthcare providers through Food and Drug Administration-approved drug labeling and Clinical Pharmacogenetics Implementation Consortium guidelines	141	192	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Genotype-guided dosing recommendations were informed by Clinical Pharmacogenetics Implementation Consortium guidelines	56	107	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Kyoto Encyclopedia of Genes and Genomes pathway enrichment analysis, Gene Ontology term enrichment analysis, and gene set enrichment analysis were performed	69	82	DATABASE	Gene Ontology
Next generation sequencing (NGS) is a cost-effective option for genotyping patients at many pharmacogenomic loci simultaneously, and guidelines for implementation of these data are available from organizations such as the Clinical Pharmacogenetics Implementation Consortium (CPIC) and the Dutch Pharmacogenetics Working Group (DPWG)	222	273	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Next generation sequencing (NGS) is a cost-effective option for genotyping patients at many pharmacogenomic loci simultaneously, and guidelines for implementation of these data are available from organizations such as the Clinical Pharmacogenetics Implementation Consortium (CPIC) and the Dutch Pharmacogenetics Working Group (DPWG)	289	325	DATABASE	Dutch Pharmacogenetics Working Group
Clinical dosing guidelines for specific drug-gene interactions (DGI) are publicly available through PharmGKB	100	108	DATABASE	PharmGKB
Several polymorphisms are described in the literature and included in the personalized medicine database PharmGKB, but there are no carboxylesterase genotypes referenced in Food and Drug Administration approved drug labeling	105	113	DATABASE	PharmGKB
The current version is Web-based and responsive to different screen sizes (desktop, tablet, mobile), features improved usability, and expands the number of gene-drug recommendations provided based on Clinical Pharmacogenetics Implementation Consortium dosing guidelines	200	251	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Based on the PharmGKB database, we successfully genotyped 50 VIP variants located in 27 genes in the Tibetan population	13	21	DATABASE	PharmGKB
CircRNA expression profile data were obtained from GEO datasets, and the differentially expressed circRNAs (DECs) were identified through utilizing R package (Limma) firstly	51	54	DATABASE	GEO
In the last, a circRNA/miRNA/mRNA regulatory network was constructed, and potential compounds and drug which may have the function of anti ccRCC were forecasted by taking advantage of CMap and PharmGKB datasets	193	201	DATABASE	PharmGKB
A description of how haplotype information cataloged by PharmVar is utilized by the Pharmacogenomics Knowledgebase (PharmGKB) and the Clinical Pharmacogenetics Implementation Consortium (CPIC) is also provided	134	185	DATABASE	Clinical Pharmacogenetics Implementation Consortium
A description of how haplotype information cataloged by PharmVar is utilized by the Pharmacogenomics Knowledgebase (PharmGKB) and the Clinical Pharmacogenetics Implementation Consortium (CPIC) is also provided	116	124	DATABASE	PharmGKB
The Clinical Pharmacogenetics Implementation Consortium (CPIC) Guidelines for HLA-B Genotype and Abacavir Dosing were originally published in April 2012	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Up-to-date information can be found at PharmGKB (http://www	39	47	DATABASE	PharmGKB
An actionable gene-drug pair associated with the 28 genes tested (Clinical Pharmacogenetics Implementation Consortium (CPIC) level A or B, Pharmacogenomics Knowledge Base (PharmGKB) level 1A or B, or US Food and Drug Administration (FDA) recommendation and a PharmGKB level) was present in 98	66	117	DATABASE	Clinical Pharmacogenetics Implementation Consortium
An actionable gene-drug pair associated with the 28 genes tested (Clinical Pharmacogenetics Implementation Consortium (CPIC) level A or B, Pharmacogenomics Knowledge Base (PharmGKB) level 1A or B, or US Food and Drug Administration (FDA) recommendation and a PharmGKB level) was present in 98	172	180	DATABASE	PharmGKB
Gene Ontology and Kyoto Encyclopedia of Genes and Genomes pathway enrichment analyses were performed for the treatment of liver fibrosis, and molecular docking was carried out to verify the results of network pharmacology analysis	0	13	DATABASE	Gene Ontology
2559 Gene Ontology biological processes underlying PKSH have been explored for the treatment of liver fibrosis, in which the response to oxidative stress plays a vital role	5	18	DATABASE	Gene Ontology
Evidence-based guidelines and summary statistics from the US Food and Drug Administration and the Clinical Pharmacogenetics Implementation Consortium were analyzed for ethnic differences in outcomes	98	149	DATABASE	Clinical Pharmacogenetics Implementation Consortium
This GeneFocus provides a comprehensive overview and summary of CYP2D6 genetic variation and describes how the information provided by PharmVar is utilized by the Pharmacogenomics Knowledgebase (PharmGKB) and the Clinical Pharmacogenetics Implementation Consortium (CPIC)	213	264	DATABASE	Clinical Pharmacogenetics Implementation Consortium
This GeneFocus provides a comprehensive overview and summary of CYP2D6 genetic variation and describes how the information provided by PharmVar is utilized by the Pharmacogenomics Knowledgebase (PharmGKB) and the Clinical Pharmacogenetics Implementation Consortium (CPIC)	195	203	DATABASE	PharmGKB
We conducted univariate and multivariate Cox regression analyses using publicly available TCGA and GEO datasets to investigate the impact of <i>RYK</i> gene expression status on glioma patient overall (OS) and progression-free survival (PFS)	99	102	DATABASE	GEO
We conducted univariate and multivariate Cox regression analyses using publicly available TCGA and GEO datasets to investigate the impact of <i>RYK</i> gene expression status on glioma patient overall (OS) and progression-free survival (PFS)	237	240	DATABASE	PFS
The Pharmacogenomics Knowledgebase (PharmGKB; www	36	44	DATABASE	PharmGKB
The PharmGKB website provides a diverse array of PGx information, from annotations of the primary literature to guidelines for adjusting drug treatment based on genetic information	4	12	DATABASE	PharmGKB
PharmGKB was found over 17 years ago, but continues to be a vital resource for the entire PGx community and the general public	0	8	DATABASE	PharmGKB
The Clinical Pharmacogenetics Implementation Consortium Guideline provides dosing recommendations for escitalopram on <i>CYP2C19</i> genotypes on the basis of the studies on Caucasian population	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
In silico analysis of genetic variants related to each drug was performed on such databases as PharmGKB, Ensembl Genome Browser, www	95	103	DATABASE	PharmGKB
com, and SNPedia, with an extensive literature review of papers (to May 10, 2020) on Covid-19 treatments using Medline, Embase, International Pharmaceutical Abstracts, PharmGKB, and Google Scholar	168	176	DATABASE	PharmGKB
PharmCAT incorporates a patient's genotypes, annotates PGx information (allele, genotype, and phenotype), and generates a report with PGx guideline recommendations from the Clinical Pharmacogenetics Implementation Consortium (CPIC) and/or the Dutch Pharmacogenetics Working Group (DPWG)	173	224	DATABASE	Clinical Pharmacogenetics Implementation Consortium
PharmCAT incorporates a patient's genotypes, annotates PGx information (allele, genotype, and phenotype), and generates a report with PGx guideline recommendations from the Clinical Pharmacogenetics Implementation Consortium (CPIC) and/or the Dutch Pharmacogenetics Working Group (DPWG)	243	279	DATABASE	Dutch Pharmacogenetics Working Group
However, the most recent Clinical Pharmacogenetics Implementation Consortium guidelines fell short of recommending pharmacogenomic testing for oxycodone treatment	25	76	DATABASE	Clinical Pharmacogenetics Implementation Consortium
A potential genotype predicted phenotype was considered an altered metabolizer when it resulted in medication therapy modification based on Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines	140	191	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Targeted variant CPGx tests found in the Genetic Testing Registry (GTR), gene selection information, and diplotype frequency data from the Pharmacogenomics Knowledge Base (PharmGKB) were used to determine the detection rate of each CPGx test	41	65	DATABASE	Genetic Testing Registry
Targeted variant CPGx tests found in the Genetic Testing Registry (GTR), gene selection information, and diplotype frequency data from the Pharmacogenomics Knowledge Base (PharmGKB) were used to determine the detection rate of each CPGx test	172	180	DATABASE	PharmGKB
The purpose of this study was to ascertain allele frequencies for VIPs and to predict medication requirements using Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines in Hmong and compare with published data for East Asians	116	167	DATABASE	Clinical Pharmacogenetics Implementation Consortium
<b>Materials & methods:</b> We selected 66 VIP variants from PharmGKB (www	61	69	DATABASE	PharmGKB
The Clinical Pharmacogenetics Implementation Consortium guidelines provide CYP2D6-guided therapeutic recommendations for ondansetron	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
It has been 12 years since the Allele Frequency Net Database (AFND; http://www	31	51	DATABASE	Allele Frequency Net
Expert groups such as the Association for Molecular Pathology and the Clinical Pharmacogenetics Implementation Consortium have published recommendations for standardizing laboratory genetic testing, reporting and terminology	70	121	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Other resources such as PharmGKB, ClinVar, ClinGen and PharmVar have established databases of nomenclature for pharmacogenetic alleles and variants	34	41	DATABASE	ClinVar
Other resources such as PharmGKB, ClinVar, ClinGen and PharmVar have established databases of nomenclature for pharmacogenetic alleles and variants	24	32	DATABASE	PharmGKB
We, therefore, developed such a panel, hereafter called the PGx-Passport, based on the actionable Dutch Pharmacogenetics Working Group (DPWG) guidelines	98	134	DATABASE	Dutch Pharmacogenetics Working Group
19% of all samples had one or more Clinical Pharmacogenetics Implementation Consortium Level A actionable variants	35	86	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Both the Clinical Pharmacogenetics Implementation Consortium (CPIC) and the Dutch Pharmacogenetics Working Group (DPWG) have issued actionable HLA gene - drug interaction guidelines but diagnostic test criteria remain largely unknown	9	60	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Both the Clinical Pharmacogenetics Implementation Consortium (CPIC) and the Dutch Pharmacogenetics Working Group (DPWG) have issued actionable HLA gene - drug interaction guidelines but diagnostic test criteria remain largely unknown	76	112	DATABASE	Dutch Pharmacogenetics Working Group
We then extracted and compared the associated prescribing recommendations for these pairs developed by the Clinical Pharmacogenomics Implementation Consortium, the Dutch Pharmacogenetics Working Group or approved product labels in the US, Canada, Europe, and Asia	164	200	DATABASE	Dutch Pharmacogenetics Working Group
In contrast, the Clinical Pharmacogenetics Implementation Consortium (CPIC) published their guideline on simvastatin, but not on atorvastatin	17	68	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The Dutch Pharmacogenetics Working Group (DPWG) recommends an alternative agent to atorvastatin and simvastatin or a dose adjustment depending on other risk factors for statin-induced myopathy in SLCO1B1 rs4149056 CC or TC carriers	4	40	DATABASE	Dutch Pharmacogenetics Working Group
The Dutch Pharmacogenetics Working Group (DPWG) aims to facilitate PGx implementation by developing evidence-based pharmacogenetics guidelines to optimize pharmacotherapy	4	40	DATABASE	Dutch Pharmacogenetics Working Group
Bioinformatic analyses included the identification of clinically validated variants described in PharmGKB and ClinVar databases	110	117	DATABASE	ClinVar
Bioinformatic analyses included the identification of clinically validated variants described in PharmGKB and ClinVar databases	97	105	DATABASE	PharmGKB
ACC/AHA guidelines do not recommend routine use of CYP2C19 in clinical practice, whereas Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines recommend its use to identify poor/intermediate metabolizers of Clopidogrel and suggest alternative P2Y12 inhibitors among ACS patients undergoing percutaneous coronary intervention	89	140	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The impact of gene variants on drug responses was assessed using Pharmacogenomics Knowledgebase (PharmGKB) and Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines	111	162	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The impact of gene variants on drug responses was assessed using Pharmacogenomics Knowledgebase (PharmGKB) and Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines	97	105	DATABASE	PharmGKB
The genotype and phenotype of 13 clinically important ADME genes implemented in the Clinical Pharmacogenetics Implementation Consortium guidelines were compared among different ethnic groups	84	135	DATABASE	Clinical Pharmacogenetics Implementation Consortium
This GeneFocus provides a comprehensive overview and summary of CYP2C19 and describes how haplotype information catalogued by PharmVar is utilized by the Pharmacogenomics Knowledgebase and the Clinical Pharmacogenetics Implementation Consortium (CPIC)	193	244	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The International HapMap Project has recently made available genotypes and frequency data for phase 3 (NCBI build 36, dbSNPb129) of the HapMap providing an enriched genotype dataset for approximately 1	18	24	DATABASE	HapMap
The International HapMap Project has recently made available genotypes and frequency data for phase 3 (NCBI build 36, dbSNPb129) of the HapMap providing an enriched genotype dataset for approximately 1	103	107	DATABASE	NCBI
The current Dutch Pharmacogenetics Working Group (DPWG) guideline, describes the gene-drug interaction between CYP2D6 and the opioids codeine, tramadol and oxycodone	12	48	DATABASE	Dutch Pharmacogenetics Working Group
This document is an update to the 2011 Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2C9 and VKORC1 genotypes and warfarin dosing	39	90	DATABASE	Clinical Pharmacogenetics Implementation Consortium
To this end, we performed a genome-wide screening for eQTLs for 409 genes encoding major drug metabolism enzymes, transporters and transcription factors, in publically available eQTL datasets generated from the HapMap lymphoblastoid cell lines and human liver and brain tissue	211	217	DATABASE	HapMap
Clinical Pharmacogenetics Implementation Consortium guidelines were used to determine CYP2C19 and CYP2D6 phenotypes	0	51	DATABASE	Clinical Pharmacogenetics Implementation Consortium
This scoring system facilitates the translation of highly complex <i>CYP2D6</i> diplotype data into a patient&rsquo;s phenotype to guide drug therapy and is at the core of all <i>CYP2D6</i> gene/drug pair guidelines issued by the Clinical Pharmacogenetics Implementation Consortium (CPIC)	230	281	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Based on PharmGKB expert guidelines we identified at least one "actionable" variant in all 135 (100%) tested patients	9	17	DATABASE	PharmGKB
This issue of Clinical Pharmacology & Therapeutics (CPT) includes the Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for using CYP2D6 genotyping to guide tamoxifen therapy for breast cancer patients	70	121	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Indeed, among the 94 PGx-based drug dosing guidelines currently published by the Clinical Pharmacogenetics Implementation Consortium and the Dutch Pharmacogenetics Working Group on PharmGKB web site, 81 (86%) are associated with the genotype determination of either a metabolizing enzyme or a membrane drug transporter, whereas only 13 (14%) are associated with the genotype determination of a pharmacodynamics (PD)-associated gene	81	132	DATABASE	Clinical Pharmacogenetics Implementation Consortium
First, the most relevant clinical applications already subject to validated international guidelines (Clinical Pharmacogenetics Implementation Consortium and Dutch Pharmacogenetics Working Group), and ready to be implemented in routine clinical settings, are discussed to illustrate the clinical potential of PD-associated PGx biomarkers (G6PD, HLA-B*57:01, HLA-B*15:02, and VKORC1)	102	153	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Indeed, among the 94 PGx-based drug dosing guidelines currently published by the Clinical Pharmacogenetics Implementation Consortium and the Dutch Pharmacogenetics Working Group on PharmGKB web site, 81 (86%) are associated with the genotype determination of either a metabolizing enzyme or a membrane drug transporter, whereas only 13 (14%) are associated with the genotype determination of a pharmacodynamics (PD)-associated gene	141	177	DATABASE	Dutch Pharmacogenetics Working Group
First, the most relevant clinical applications already subject to validated international guidelines (Clinical Pharmacogenetics Implementation Consortium and Dutch Pharmacogenetics Working Group), and ready to be implemented in routine clinical settings, are discussed to illustrate the clinical potential of PD-associated PGx biomarkers (G6PD, HLA-B*57:01, HLA-B*15:02, and VKORC1)	158	194	DATABASE	Dutch Pharmacogenetics Working Group
Indeed, among the 94 PGx-based drug dosing guidelines currently published by the Clinical Pharmacogenetics Implementation Consortium and the Dutch Pharmacogenetics Working Group on PharmGKB web site, 81 (86%) are associated with the genotype determination of either a metabolizing enzyme or a membrane drug transporter, whereas only 13 (14%) are associated with the genotype determination of a pharmacodynamics (PD)-associated gene	181	189	DATABASE	PharmGKB
The present study aimed to screen members of the Li nationality in southern China for genotype frequencies of VIP variants and to determine differences between the Li ethnicity and global human population samples in HapMap	216	222	DATABASE	HapMap
The Pharmacogenetics and Pharmacogenomics Knowledge Base (PharmGKB: http://www	58	66	DATABASE	PharmGKB
The PharmGKB currently contains information on over 500 drugs, 500 diseases, and 700 genes with genotyped variants	4	12	DATABASE	PharmGKB
The advent of cost-effective high-throughput genotyping techniques coupled with the existence of Clinical Pharmacogenetics Implementation Consortium (CPIC) dosing guidelines for pharmacogenetic "actionable variants" have increased the clinical applicability of PGx testing	97	148	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Samples were genotyped for single-nucleotide variants in drug metabolizing enzyme genes of commonly prescribed antidepressants (cytochrome P450 [CYP] 1A2, 2B6, 2C9, 2C19, 2D6, 3A4, and 3A5), and the frequency of normative metabolizer status was compared to reference populations data from Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines	289	340	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Subsequently, the PharmGKB database was utilized to filter through all variant annotations associated with the relevant genes	18	26	DATABASE	PharmGKB
We searched PubMed entries and the Lattes database of Brazilian Pharmacogenetics Network investigators, for pharmacogenetic/genomic (PGx) studies in the Brazilian population, focusing on the drugs and genes included in the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines	223	274	DATABASE	Clinical Pharmacogenetics Implementation Consortium
54 VIP variants were selected from the Pharmacogenomics Knowledge Base (PharmGKB) and genotyped in 200 Yi individuals	72	80	DATABASE	PharmGKB
Long read data from a single 24-hour nanopore sequencing run was used to reconstruct haplotypes, which were confirmed by HapMap data and statistically phased Complete Genomics and Sequenom genotypes	121	127	DATABASE	HapMap
This review will highlight important pharmacogenomic discoveries which have been facilitated by the human genome project and other milestone projects such as the International HapMap and 1000 genomes, and by the continued development of genotyping and sequencing technologies, including rapid point of care pre-treatment genetic testing	176	182	DATABASE	HapMap
Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines are periodically updated at http://www	0	51	DATABASE	Clinical Pharmacogenetics Implementation Consortium
We summarize evidence from the published literature supporting these associations and provide recommendations for the use of phenytoin based on CYP2C9 and/or HLA-B genotype (also available on PharmGKB: http://www	192	200	DATABASE	PharmGKB
As an unbiased, cell-based model for pharmacogenomic discovery, a tremendous resource of whole-genome molecular targets has been accumulated for the HapMap lymphoblastoid cell lines (LCLs) during the past decade	149	155	DATABASE	HapMap
This new document replaces the prior Clinical Pharmacogenetics Implementation Consortium guideline for rasburicase therapy in the context of G6PD genotype (updates at: www	37	88	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The Dutch Pharmacogenetics Working Group (DPWG) aims to facilitate PGx implementation by developing evidence-based pharmacogenetics guidelines to optimize pharmacotherapy	4	40	DATABASE	Dutch Pharmacogenetics Working Group
Guidelines such as those from CPIC (Clinical Pharmacogenetics Implementation Consortium) and resources like PharmGKB facilitate genotype-based prescribing; and organizations like the FDA promote genetic testing before initiating certain medications	36	87	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Guidelines such as those from CPIC (Clinical Pharmacogenetics Implementation Consortium) and resources like PharmGKB facilitate genotype-based prescribing; and organizations like the FDA promote genetic testing before initiating certain medications	108	116	DATABASE	PharmGKB
The study was screened using the Illumina GoldenGate assay for genomic DNA from 450 interethnic subjects, including 11 pharmacogenetic core variants and 76 HapMap tagging SNPs	156	162	DATABASE	HapMap
miRNA targeting information derive from both experimental data and computational predictions, and protein-drug interactions are annotated by the Pharmacogenomics Knowledge base (PharmGKB)	178	186	DATABASE	PharmGKB
We mined next generation sequencing (NGS) data from 11,889 unrelated Saudi nationals, to determine the presence and frequencies of known functional SNP variants in 8 clinically relevant pharmacogenes (CYP2C9, CYP2C19, CYP3A5, CYP4F2, VKORC1, DPYD, TPMT and NUDT15), recommended by the Clinical Pharmacogenetics Implementation Consortium (CPIC), and collectively identified 82 such star alleles	285	336	DATABASE	Clinical Pharmacogenetics Implementation Consortium
We also searched the PharmGKB website for levels of evidence of variant-drug combinations and for drug labels and clinical guidelines	21	29	DATABASE	PharmGKB
These findings are consistent in the literature when not restricting to older adults, suggesting that similar treatment recommendations may be provided for older adults regarding genetic variation, such as those outlined for CYP2D6 by the Clinical Pharmacogenetics Implementation Consortium	239	290	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Of the 29 genes, 11 had guidelines published by the Clinical Pharmacogenetics Implementation Consortium	52	103	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The purpose of this communication is to introduce a recently published Clinical Pharmacogenetics Implementation Consortium (CPIC) guideline for CYP2C19 and PPI dosing	71	122	DATABASE	Clinical Pharmacogenetics Implementation Consortium
While it is arguably the most comprehensive source of genetic information, the NCBI's dbSNP database (National Center for Biotechnology Information database of single nucleotide polymorphisms; http://www	79	83	DATABASE	NCBI
<b>Background:</b> Patients with sickle cell disease (SCD) are exposed to numerous drugs over their lifespan, and many of these drugs have Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines for personalized dosing	139	190	DATABASE	Clinical Pharmacogenetics Implementation Consortium
In this study, we recruited 100 unrelated, healthy Deng people and genotyped them with respect to 76 different single-nucleotide polymorphisms by the PharmGKB database	150	158	DATABASE	PharmGKB
Tests based upon variants in the Clinical Pharmacogenetics Implementation Consortium (CPIC) guidelines with high level evidence of a link to dihydropyrimidine dehydrogenase (DPD) phenotype and 5-FU toxicity are available to identify patients at high risk of severe adverse events (AEs)	33	84	DATABASE	Clinical Pharmacogenetics Implementation Consortium
Areas covered: Here, the impact of hereditary genes considered in drug labels such as thiopurine S-methyltransferase (TPMT), UDP-glucuronosyltransferase 1A1 (UTG1A1) and dihydropyrimidine dehydrogenase (DPYD) are discussed with respect to guidelines of the Clinical Pharmacogenetics Implementation Consortium (CPIC)	257	308	DATABASE	Clinical Pharmacogenetics Implementation Consortium
We measured variation in genotype and copy number in multiple LCLs derived from peripheral blood mononuclear cells (PBMCs) of single individuals as well as two comparison groups: (1) three types of differentiated cell lines (DCLs) and (2) triplicate HapMap samples	250	256	DATABASE	HapMap
7% (4 of 29) of immortalized cell lines harbored mosaic regions greater than 20 megabases, which were not present in PBMCs, DCLs, or HapMap replicate samples	133	139	DATABASE	HapMap
Several Caucasian cohort studies have associated at least one loss-of-function CYP2C19 on Clopidogrel (LoF-Clopidogrel) with major adverse cardiovascular events (MACE), and only a couple have used Clinical Pharmacogenetics Implementation Consortium (CPIC<sup>®</sup> ) phenotype grouping to study the associations	197	248	DATABASE	Clinical Pharmacogenetics Implementation Consortium
The Clinical Pharmacogenetics Implementation Consortium (CPIC) publishes genotype-based drug guidelines to help clinicians understand how available genetic test results could be used to optimize drug therapy	4	55	DATABASE	Clinical Pharmacogenetics Implementation Consortium
